collector_id,display_name,home_city,preferred_language,literacy_tier,active_days_per_month,total_lots_transacted,total_weight_kg,gross_earnings_platform_inr,informal_benchmark_inr,earnings_paid_inr,earnings_pending_inr,uplift_vs_informal_inr,uplift_pct
COL2209,Anita Jadhav,Pune,hi,functional,17,50,1568.0,281291.65,228887.31,212513.75,68777.9,52404.34,22.9
COL2210,Nitin Lokhande,Nashik,mr,non_reader,13,15,581.8,46807.62,44061.89,40879.21,5928.41,2745.73,6.23
COL2211,Prakash Salunkhe,Mumbai,mr,numerals_only,24,34,856.5,118085.2,98848.1,82761.28,35323.92,19237.1,19.46
COL2212,Deepak Lokhande,Nagpur,mr,non_reader,17,52,1406.7,218641.4,182591.55,160196.83,58444.57,36049.85,19.74
COL2213,Sarika Kamble,Nashik,mr,numerals_only,25,8,117.0,12119.31,9810.84,6878.01,5241.3,2308.47,23.53
COL2214,Nitin Mane,Mumbai,mr,functional,18,20,807.8,71707.92,59300.64,21336.76,50371.16,12407.28,20.92
COL2215,Ravi Tambe,Mumbai,mr,functional,27,9,204.3,30120.97,26510.54,16662.97,13458.0,3610.43,13.62
COL2216,Sarika Gaikwad,Pune,mr,non_reader,15,28,813.7,121411.17,108087.08,80093.0,41318.17,13324.09,12.33
COL2217,Munna Sawant,Aurangabad,mr,numerals_only,20,329,10071.4,1132780.67,967651.61,814028.12,318752.55,165129.06,17.06
COL2218,Dattatray Deshmukh,Pune,other,functional,23,70,2081.6,230183.09,194064.28,141420.29,88762.8,36118.81,18.61
COL2219,Kavita Ingle,Pimpri-Chinchwad,hi,functional,25,31,797.0,103324.64,87850.05,90942.96,12381.68,15474.59,17.61
COL2220,Firoz Dhage,Nashik,mr,numerals_only,13,40,771.5,125618.02,109651.74,47858.05,77759.97,15966.28,14.56
COL2221,Manoj Khan,Pune,hi,numerals_only,19,46,1548.2,210959.15,181711.01,129747.37,81211.78,29248.14,16.1
COL2222,Ravi Sonawane,Nashik,mr,non_reader,21,47,1264.0,145546.59,117374.47,116873.07,28673.52,28172.12,24.0
COL2223,Vitthal Waghmare,Nagpur,other,numerals_only,5,48,1249.1,150978.95,125305.17,124706.85,26272.1,25673.78,20.49
COL2224,Sanjay Qureshi,Pune,other,numerals_only,20,11,307.4,41312.65,36397.08,41124.19,188.46,4915.57,13.51
COL2225,Shankar Dhage,Pune,hi,functional,24,21,393.0,114946.93,97521.71,78571.91,36375.02,17425.22,17.87
COL2226,Rahul Bhosale,Pune,other,functional,15,8,236.9,41500.84,38804.75,26007.95,15492.89,2696.09,6.95
COL2227,Manoj Kamble,Aurangabad,mr,numerals_only,24,25,794.3,111592.3,99237.78,70985.58,40606.72,12354.52,12.45
COL2228,Kailas Deshmukh,Nagpur,mr,numerals_only,20,8,232.0,15062.59,13301.05,9045.28,6017.31,1761.54,13.24
COL2229,Shankar Shaikh,Nagpur,hi,numerals_only,16,7,79.5,42041.75,36532.53,41925.95,115.8,5509.22,15.08
COL2230,Vikas Tambe,Pune,mr,functional,14,60,1688.5,237024.55,207480.76,187360.31,49664.24,29543.79,14.24
COL2231,Sandeep Mane,Nagpur,mr,numerals_only,22,48,1391.9,153966.35,139814.7,129969.35,23997.0,14151.65,10.12
COL2232,Ganesh Dhage,Mumbai,other,functional,27,6,253.4,26293.49,51938.52,26293.49,0.0,-25645.03,-49.38
COL2233,Pandurang Shaikh,Mumbai,mr,numerals_only,15,9,194.1,75265.65,63971.54,60749.45,14516.2,11294.11,17.65
COL2234,Pandurang Rathod,Pimpri-Chinchwad,mr,numerals_only,20,18,557.8,99370.07,85286.62,91856.46,7513.61,14083.45,16.51
COL2235,Ganesh Pawar,Aurangabad,hi,functional,14,18,338.0,59662.56,49603.52,45948.17,13714.39,10059.04,20.28
COL2236,Nanda Dhage,Nashik,mr,numerals_only,18,21,642.2,63650.86,54715.83,59677.96,3972.9,8935.03,16.33
COL2237,Ujwala Shinde,Mumbai,mr,functional,20,16,498.2,51591.95,43894.28,33089.71,18502.24,7697.67,17.54
COL2238,Shobha Dhage,Mumbai,mr,numerals_only,20,20,516.0,107145.25,91878.51,102233.97,4911.28,15266.74,16.62
COL2239,Sunita Nikam,Nagpur,mr,numerals_only,20,5,115.5,6501.91,6140.01,6501.91,0.0,361.9,5.89
COL2240,Nitin Yadav,Pune,mr,non_reader,20,26,661.0,130388.14,108579.12,115756.15,14631.99,21809.02,20.09
COL2241,Sagar Rathod,Mumbai,mr,non_reader,25,4,120.9,8796.5,7253.03,8796.5,0.0,1543.47,21.28
COL2242,Kailas Bansode,Nagpur,mr,non_reader,28,30,1215.2,108340.13,92137.52,79576.56,28763.57,16202.61,17.59
COL2243,Ramesh Dhage,Nashik,hi,numerals_only,25,95,2522.5,267891.14,233127.54,179228.23,88662.91,34763.6,14.91
COL2244,Munna Tambe,Mumbai,hi,numerals_only,21,68,2215.0,317761.27,282862.85,247921.25,69840.02,34898.42,12.34
COL2245,Shobha Ghorpade,Pune,hi,functional,24,36,1061.1,193445.12,167893.18,136366.02,57079.1,25551.94,15.22
COL2246,Arjun Chavan,Pimpri-Chinchwad,mr,numerals_only,22,4,97.4,30676.46,25253.51,26267.93,4408.53,5422.95,21.47
COL2247,Vikas Sawant,Pimpri-Chinchwad,mr,non_reader,26,15,503.8,44102.62,38297.53,34784.08,9318.54,5805.09,15.16
COL2248,Munna Deshmukh,Pimpri-Chinchwad,mr,non_reader,23,49,1296.7,149775.47,130455.89,112290.47,37485.0,19319.58,14.81
COL2249,Arjun Pawar,Mumbai,hi,functional,23,16,535.2,98236.71,90201.13,93466.01,4770.7,8035.58,8.91
COL2250,Rahul Dhage,Mumbai,mr,functional,24,10,344.1,29576.73,27556.37,29190.01,386.72,2020.36,7.33
COL2251,Pandurang Waghmare,Mumbai,hi,functional,28,11,372.1,25480.59,23643.74,21931.84,3548.75,1836.85,7.77
COL2252,Mangala Shaikh,Mumbai,hi,numerals_only,14,32,919.7,73799.85,63880.38,56477.0,17322.85,9919.47,15.53
COL2253,Munna Tambe,Pimpri-Chinchwad,mr,functional,23,13,301.2,28416.51,25742.59,19930.3,8486.21,2673.92,10.39
COL2254,Anita Kumar,Pimpri-Chinchwad,mr,numerals_only,16,15,406.6,80327.38,74518.87,79607.93,719.45,5808.51,7.79
COL2255,Sunil More,Aurangabad,mr,functional,15,12,610.7,26615.39,23629.72,22769.22,3846.17,2985.67,12.64
COL2256,Ravi Mane,Nagpur,mr,numerals_only,17,38,939.9,93440.99,79139.78,61916.86,31524.13,14301.21,18.07
COL2257,Vitthal Shinde,Pune,mr,non_reader,9,6,224.6,47647.88,41456.56,47647.88,0.0,6191.32,14.93
COL2258,Rekha Dhage,Mumbai,mr,numerals_only,22,93,2758.5,548498.26,404035.0,458444.5,90053.76,144463.26,35.76
COL2259,Kailas Bansode,Pune,hi,numerals_only,17,9,191.0,27834.32,25053.41,19654.19,8180.13,2780.91,11.1
COL2260,Sandeep Sawant,Mumbai,mr,functional,22,6,126.0,12462.97,10653.78,2853.62,9609.35,1809.19,16.98
COL2261,Arjun Shinde,Mumbai,hi,functional,24,21,647.6,65234.09,60810.22,64301.27,932.82,4423.87,7.27
COL2262,Pandurang Nikam,Nashik,mr,numerals_only,22,25,1157.6,154820.72,127458.65,118891.12,35929.6,27362.07,21.47
COL2263,Dattatray Rathod,Nagpur,mr,numerals_only,19,28,930.2,137190.99,114836.3,95800.83,41390.16,22354.69,19.47
COL2264,Sindhu Tambe,Pune,mr,non_reader,17,24,686.3,117012.62,99869.06,76241.77,40770.85,17143.56,17.17
COL2265,Deepak Ingle,Pune,mr,functional,16,66,1914.4,416895.08,346065.27,339896.35,76998.73,70829.81,20.47
COL2266,Salim Yadav,Mumbai,mr,numerals_only,13,8,293.8,18969.15,16275.29,17071.24,1897.91,2693.86,16.55
COL2267,Shankar Kamble,Nashik,mr,numerals_only,28,407,11829.2,1683801.78,1439928.84,1304099.56,379702.22,243872.94,16.94
COL2268,Sanjay Ghorpade,Pune,mr,numerals_only,21,145,4496.7,568912.09,487632.37,488075.78,80836.31,81279.72,16.67
COL2269,Arjun Rathod,Mumbai,mr,numerals_only,12,11,396.4,57222.59,50034.9,29133.13,28089.46,7187.69,14.37
COL2270,Sunil More,Pimpri-Chinchwad,mr,non_reader,9,16,572.4,110204.1,94036.34,108550.75,1653.35,16167.76,17.19
COL2271,Jyoti Gaikwad,Pimpri-Chinchwad,hi,non_reader,25,21,810.1,74612.32,69840.62,52384.11,22228.21,4771.7,6.83
COL2272,Dattatray More,Aurangabad,mr,numerals_only,18,17,734.0,44447.95,40568.56,35884.56,8563.39,3879.39,9.56
COL2273,Sagar Kamble,Nagpur,mr,numerals_only,21,48,1237.9,233271.3,191616.74,118626.19,114645.11,41654.56,21.74
COL2274,Ganesh Dhage,Nagpur,hi,non_reader,18,15,392.7,63106.99,54827.71,61541.69,1565.3,8279.28,15.1
COL2275,Rahul Nikam,Mumbai,mr,numerals_only,20,7,152.9,16144.59,14195.04,16022.57,122.02,1949.55,13.73
COL2276,Sunita Shaikh,Pune,mr,functional,11,14,297.9,37711.45,30607.36,33514.62,4196.83,7104.09,23.21
COL2277,Balu Kumar,Pune,mr,non_reader,10,5,236.3,26351.22,23113.67,24558.56,1792.66,3237.55,14.01
COL2278,Imran Pawar,Nagpur,hi,non_reader,28,133,3864.4,483824.23,406707.08,345469.22,138355.01,77117.15,18.96
COL2279,Mangala Kumar,Nagpur,hi,numerals_only,19,7,205.8,6613.27,5101.54,6613.27,0.0,1511.73,29.63
COL2280,Nitin Lokhande,Pune,hi,numerals_only,20,12,315.4,52614.78,44400.88,51766.36,848.42,8213.9,18.5
COL2281,Ashok Lokhande,Nashik,mr,non_reader,22,20,539.9,83736.38,70590.18,64764.1,18972.28,13146.2,18.62
COL2282,Sandeep Dhage,Pune,mr,non_reader,17,21,735.8,100182.19,74865.29,78020.43,22161.76,25316.9,33.82
COL2283,Bhaskar Pawar,Pune,mr,non_reader,19,32,618.9,213051.9,135929.08,69717.74,143334.16,77122.82,56.74
COL2284,Sunil Dhage,Mumbai,mr,numerals_only,18,15,332.7,29661.29,23079.23,14338.27,15323.02,6582.06,28.52
COL2285,Rakesh Lokhande,Pune,other,functional,25,10,268.2,10156.9,8705.54,4061.67,6095.23,1451.36,16.67
COL2286,Firoz Khan,Pune,hi,numerals_only,13,69,2305.0,230112.33,209477.76,177161.17,52951.16,20634.57,9.85
COL2287,Dattatray Shinde,Pimpri-Chinchwad,mr,non_reader,24,15,518.1,54697.67,49731.14,46962.0,7735.67,4966.53,9.99
COL2288,Deepak Kamble,Nashik,hi,functional,22,14,374.9,27733.5,25087.62,19549.21,8184.29,2645.88,10.55
COL2289,Vaishali Nikam,Pune,mr,numerals_only,18,69,2352.2,209392.94,184692.17,180499.19,28893.75,24700.77,13.37
COL2290,Mangala Ingle,Pune,hi,functional,17,10,309.1,16539.0,15475.9,16539.0,0.0,1063.1,6.87
COL2291,Firoz Yadav,Pimpri-Chinchwad,other,non_reader,18,44,1209.6,288014.29,251892.34,264837.0,23177.29,36121.95,14.34
COL2292,Suresh Nikam,Nagpur,hi,functional,20,23,699.4,51789.54,48361.54,40163.71,11625.83,3428.0,7.09
COL2293,Rahul Ghorpade,Mumbai,mr,numerals_only,17,3,57.6,5668.66,4163.93,5668.66,0.0,1504.73,36.14
COL2294,Shabana Ingle,Pune,mr,non_reader,20,16,400.1,45654.23,40622.0,32355.71,13298.52,5032.23,12.39
COL2295,Nitin Waghmare,Pimpri-Chinchwad,hi,functional,23,13,443.5,64654.66,55008.31,40359.24,24295.42,9646.35,17.54
COL2296,Sunil Waghmare,Nagpur,hi,numerals_only,21,8,166.6,21371.46,20765.23,7196.63,14174.83,606.23,2.92
COL2297,Sarika Nikam,Mumbai,hi,numerals_only,13,22,913.8,142136.04,119395.76,128190.01,13946.03,22740.28,19.05
COL2298,Vaishali Ghorpade,Pune,mr,functional,18,6,204.9,27813.47,25213.91,12103.7,15709.77,2599.56,10.31
COL2299,Rukhsana Dhage,Pimpri-Chinchwad,mr,numerals_only,24,21,580.1,81197.37,70515.6,54305.16,26892.21,10681.77,15.15
COL2300,Bhaskar Sawant,Mumbai,mr,functional,19,44,1274.8,114345.4,102947.62,93577.86,20767.54,11397.78,11.07
COL2301,Suresh Pawar,Pune,hi,numerals_only,17,25,1022.5,59442.52,53082.49,47322.95,12119.57,6360.03,11.98
COL2302,Imran Pawar,Aurangabad,mr,non_reader,14,9,308.6,21927.03,18250.33,20707.19,1219.84,3676.7,20.15
COL2303,Sindhu Ingle,Pimpri-Chinchwad,hi,numerals_only,16,10,333.3,36019.05,32335.99,21831.34,14187.71,3683.06,11.39
COL2304,Manoj Kamble,Nagpur,mr,numerals_only,15,34,914.0,116801.38,92524.33,87344.89,29456.49,24277.05,26.24
COL2305,Rukhsana Nikam,Pune,mr,numerals_only,19,9,167.0,25831.78,21507.34,19704.23,6127.55,4324.44,20.11
COL2306,Tukaram Tambe,Mumbai,mr,non_reader,11,26,966.6,154740.07,130067.82,151788.26,2951.81,24672.25,18.97
COL2307,Munna Bansode,Nagpur,hi,numerals_only,24,11,352.1,61511.18,48554.03,54950.27,6560.91,12957.15,26.69
COL2308,Nitin Mane,Nashik,mr,numerals_only,27,59,2031.3,342321.63,293427.27,154338.54,187983.09,48894.36,16.66
COL2309,Deepak Sawant,Aurangabad,mr,non_reader,18,43,1131.5,116755.52,100867.75,106763.3,9992.22,15887.77,15.75
COL2310,Vikas Ghorpade,Nagpur,mr,non_reader,22,15,646.4,84719.85,68795.91,73222.89,11496.96,15923.94,23.15
COL2311,Sunita Shaikh,Pune,hi,numerals_only,12,15,379.9,69732.96,58766.11,54842.87,14890.09,10966.85,18.66
COL2312,Sunita More,Mumbai,hi,numerals_only,24,13,262.3,45194.9,43214.58,43770.7,1424.2,1980.32,4.58
COL2313,Ramesh Dhage,Pimpri-Chinchwad,other,numerals_only,20,16,450.2,103485.28,91790.69,100969.7,2515.58,11694.59,12.74
COL2314,Bhaskar Lokhande,Mumbai,mr,functional,18,26,746.9,106923.95,86719.48,105145.37,1778.58,20204.47,23.3
COL2315,Sagar Ansari,Nashik,mr,numerals_only,15,101,2576.8,243278.75,214151.67,193004.14,50274.61,29127.08,13.6
COL2316,Vitthal More,Pune,hi,non_reader,15,16,548.9,57411.41,51358.3,29039.08,28372.33,6053.11,11.79
COL2317,Rakesh Waghmare,Aurangabad,mr,numerals_only,20,10,271.1,27566.3,26553.89,23292.2,4274.1,1012.41,3.81
COL2318,Sunita Bansode,Pimpri-Chinchwad,hi,numerals_only,9,13,443.8,42999.03,40376.89,39541.28,3457.75,2622.14,6.49
COL2319,Anita Chavan,Nashik,mr,functional,21,9,382.0,24807.65,21814.57,13677.88,11129.77,2993.08,13.72
COL2320,Sunil Ghorpade,Nashik,hi,non_reader,18,5,148.3,3691.91,3212.57,3541.68,150.23,479.34,14.92
COL2321,Rakesh Nikam,Nashik,mr,functional,13,21,688.3,76943.35,71098.79,65117.65,11825.7,5844.56,8.22
COL2322,Rakesh Qureshi,Pune,hi,functional,21,36,998.5,133167.33,118579.39,113919.89,19247.44,14587.94,12.3
COL2323,Sunita Rathod,Pune,mr,non_reader,26,17,454.7,66004.56,58504.2,32771.85,33232.71,7500.36,12.82
COL2324,Prakash Waghmare,Nashik,other,non_reader,22,3,67.9,3416.43,2981.0,3058.23,358.2,435.43,14.61
COL2325,Bhaskar Nikam,Mumbai,mr,functional,22,12,405.6,29553.93,25666.89,26399.01,3154.92,3887.04,15.14
COL2326,Ramesh Sawant,Nashik,mr,functional,16,11,252.1,32043.11,25549.61,10370.92,21672.19,6493.5,25.42
COL2327,Firoz Gaikwad,Mumbai,hi,non_reader,17,34,967.5,138826.31,116835.61,115422.66,23403.65,21990.7,18.82
COL2328,Prakash Bhosale,Pimpri-Chinchwad,hi,numerals_only,24,34,651.9,123942.81,108803.95,108359.07,15583.74,15138.86,13.91
COL2329,Arjun Bhosale,Aurangabad,hi,non_reader,17,9,389.2,41615.95,32262.05,38753.07,2862.88,9353.9,28.99
COL2330,Deepak Pawar,Mumbai,mr,numerals_only,22,17,617.7,87030.73,73835.22,70425.73,16605.0,13195.51,17.87
COL2331,Ramesh Kumar,Pimpri-Chinchwad,hi,non_reader,17,24,726.2,98107.04,86398.38,63529.01,34578.03,11708.66,13.55
COL2332,Salim Ansari,Nagpur,other,numerals_only,20,339,9527.6,1389215.76,1167817.29,1080503.28,308712.48,221398.47,18.96
COL2333,Munna Ansari,Mumbai,mr,numerals_only,18,10,246.2,25533.88,19732.45,20464.78,5069.1,5801.43,29.4
COL2334,Mahesh Kumar,Nashik,mr,non_reader,19,48,1755.7,174816.9,150078.51,119370.51,55446.39,24738.39,16.48
COL2335,Sandeep Rathod,Pune,hi,non_reader,26,18,464.1,45496.29,45204.61,40254.56,5241.73,291.68,0.65
COL2336,Jyoti Mane,Pune,mr,non_reader,18,9,293.1,28865.48,26175.32,27155.28,1710.2,2690.16,10.28
COL2337,Ujwala Waghmare,Aurangabad,mr,functional,22,40,1190.6,168180.24,143668.46,130348.44,37831.8,24511.78,17.06
COL2338,Ashok Sonawane,Mumbai,hi,numerals_only,21,37,1144.7,98639.3,88297.72,75444.15,23195.15,10341.58,11.71
COL2339,Shabana Dhage,Aurangabad,hi,functional,26,10,287.6,24683.81,20557.12,23289.19,1394.62,4126.69,20.07
COL2340,Kailas Rathod,Pune,mr,numerals_only,27,18,519.4,36648.42,32903.61,26717.75,9930.67,3744.81,11.38
COL2341,Laxmi Khan,Pune,mr,non_reader,15,36,1544.5,140492.55,122637.8,114683.88,25808.67,17854.75,14.56
COL2342,Pandurang Ingle,Mumbai,mr,numerals_only,19,14,498.8,24204.81,21155.74,14358.64,9846.17,3049.07,14.41
COL2343,Nanda Nikam,Aurangabad,hi,numerals_only,13,11,426.0,22170.78,23865.81,15576.28,6594.5,-1695.03,-7.1
COL2344,Vikas Gaikwad,Pune,mr,functional,15,8,257.3,40322.53,33978.24,13043.01,27279.52,6344.29,18.67
COL2345,Sanjay Kumar,Nashik,other,numerals_only,23,56,1416.5,158784.15,134901.9,122154.95,36629.2,23882.25,17.7
COL2346,Rakesh Lokhande,Mumbai,mr,numerals_only,13,8,284.0,41822.43,37455.49,41822.43,0.0,4366.94,11.66
COL2347,Vikas Ansari,Aurangabad,mr,numerals_only,24,23,812.7,62399.95,45363.4,49478.57,12921.38,17036.55,37.56
COL2348,Dattatray Sonawane,Nagpur,mr,functional,18,10,274.7,48862.58,38304.41,15788.5,33074.08,10558.17,27.56
COL2349,Mahesh More,Pune,mr,numerals_only,21,20,553.8,70468.22,58910.1,61491.03,8977.19,11558.12,19.62
COL2350,Vaishali Nikam,Aurangabad,mr,numerals_only,19,1189,34946.6,4175563.62,3634145.13,3005871.88,1169691.74,541418.49,14.9
COL2351,Nitin Tambe,Pune,mr,functional,16,15,310.8,64513.4,59613.82,32517.23,31996.17,4899.58,8.22
COL2352,Ramesh Gaikwad,Pune,hi,functional,14,11,307.4,37167.93,34582.16,33675.57,3492.36,2585.77,7.48
COL2353,Rakesh Dhage,Aurangabad,hi,functional,21,12,313.8,39830.01,32785.48,39059.82,770.19,7044.53,21.49
COL2354,Shankar Nikam,Mumbai,mr,numerals_only,21,13,887.7,58953.71,55461.46,56461.81,2491.9,3492.25,6.3
COL2355,Rahul Ingle,Pimpri-Chinchwad,mr,non_reader,18,15,505.8,125380.03,105867.69,94306.45,31073.58,19512.34,18.43
COL2356,Dattatray Khan,Nashik,mr,numerals_only,27,9,341.8,60046.45,49835.84,7275.31,52771.14,10210.61,20.49
COL2357,Mangala Chavan,Pune,hi,functional,18,5,44.7,10057.56,8594.66,9518.32,539.24,1462.9,17.02
COL2358,Vikas Yadav,Nagpur,hi,non_reader,20,7,207.9,24312.74,21950.29,23400.51,912.23,2362.45,10.76
COL2359,Anita Kumar,Mumbai,mr,numerals_only,21,17,660.6,71018.64,63291.18,65625.52,5393.12,7727.46,12.21
COL2360,Sandeep Nikam,Nagpur,hi,functional,16,22,599.7,87256.45,75566.31,59825.5,27430.95,11690.14,15.47
COL2361,Firoz Waghmare,Mumbai,mr,non_reader,13,40,1010.3,126615.68,116055.47,88388.3,38227.38,10560.21,9.1
COL2362,Vitthal Rathod,Pune,mr,numerals_only,16,15,290.5,79270.33,63507.13,17281.34,61988.99,15763.2,24.82
COL2363,Ujwala Kumar,Pimpri-Chinchwad,mr,non_reader,20,10,240.5,29585.01,25759.93,17320.64,12264.37,3825.08,14.85
COL2364,Vaishali Bansode,Pimpri-Chinchwad,other,non_reader,26,23,889.9,140776.3,122983.39,71322.98,69453.32,17792.91,14.47
COL2365,Dattatray Sonawane,Nashik,mr,numerals_only,17,36,1629.4,105969.68,96970.38,97766.2,8203.48,8999.3,9.28
COL2366,Ravi Tambe,Pune,hi,non_reader,25,9,297.4,74497.05,66176.31,63062.51,11434.54,8320.74,12.57
COL2367,Ramesh Sawant,Pune,mr,numerals_only,13,26,788.9,167866.31,149492.59,146650.8,21215.51,18373.72,12.29
COL2368,Sindhu Jadhav,Nagpur,mr,numerals_only,13,8,228.9,15854.65,14143.83,12572.64,3282.01,1710.82,12.1
COL2369,Imran Sonawane,Pimpri-Chinchwad,hi,non_reader,27,49,1506.0,177337.62,155077.64,146660.31,30677.31,22259.98,14.35
COL2370,Nanda Waghmare,Mumbai,hi,non_reader,27,25,524.0,87092.04,58421.94,67127.08,19964.96,28670.1,49.07
COL2371,Jyoti Rathod,Aurangabad,mr,non_reader,17,8,98.6,12951.42,10173.94,12951.42,0.0,2777.48,27.3
COL2372,Ashok Dhage,Pune,hi,numerals_only,23,8,161.5,10074.7,8536.77,8896.61,1178.09,1537.93,18.02
COL2373,Sanjay Nikam,Pimpri-Chinchwad,mr,functional,9,26,995.8,103940.55,91722.35,58027.95,45912.6,12218.2,13.32
COL2374,Sunita Waghmare,Nagpur,mr,numerals_only,12,14,416.3,48887.15,44335.54,12530.44,36356.71,4551.61,10.27
COL2375,Sarika Ansari,Pune,mr,functional,20,9,174.3,10000.55,9089.9,9505.08,495.47,910.65,10.02
COL2376,Shobha Sonawane,Pune,mr,numerals_only,27,8,161.2,11342.55,9816.35,11342.55,0.0,1526.2,15.55
COL2377,Tukaram Kamble,Nagpur,hi,numerals_only,15,7,183.3,48487.2,39766.69,47813.85,673.35,8720.51,21.93
COL2378,Rakesh Pawar,Pimpri-Chinchwad,mr,numerals_only,12,7,156.9,58955.33,46759.63,58955.33,0.0,12195.7,26.08
COL2379,Jyoti Rathod,Pune,hi,numerals_only,6,11,196.3,19170.62,15244.15,4781.59,14389.03,3926.47,25.76
COL2380,Pandurang Kamble,Pimpri-Chinchwad,hi,non_reader,13,297,8290.9,1387799.53,1206191.17,880636.14,507163.39,181608.36,15.06
COL2381,Vitthal Dhage,Mumbai,hi,functional,18,32,930.6,159193.85,139238.61,124372.69,34821.16,19955.24,14.33
COL2382,Vitthal Gaikwad,Pimpri-Chinchwad,mr,numerals_only,17,26,1008.2,121386.28,150730.92,107868.29,13517.99,-29344.64,-19.47
COL2383,Ujwala Ingle,Pimpri-Chinchwad,hi,numerals_only,24,43,1403.4,264084.14,220538.64,145335.38,118748.76,43545.5,19.75
COL2384,Balu Shaikh,Pune,mr,numerals_only,23,25,737.2,47976.22,42096.16,38821.31,9154.91,5880.06,13.97
COL2385,Vikas Jadhav,Aurangabad,hi,numerals_only,24,12,231.9,46571.36,37898.89,28375.56,18195.8,8672.47,22.88
COL2386,Manoj Shinde,Mumbai,mr,numerals_only,14,55,1423.6,177423.13,161244.67,121553.79,55869.34,16178.46,10.03
COL2387,Imran Deshmukh,Nashik,mr,non_reader,22,16,412.0,55871.97,47831.14,16111.99,39759.98,8040.83,16.81
COL2388,Vaishali Shinde,Nashik,mr,functional,16,10,340.7,29457.47,19170.75,24007.83,5449.64,10286.72,53.66
COL2389,Pandurang Sonawane,Pune,hi,numerals_only,12,87,2474.1,312947.09,272517.92,194093.17,118853.92,40429.17,14.84
COL2390,Arjun Kamble,Pune,mr,non_reader,23,9,220.9,25209.12,21848.43,25209.12,0.0,3360.69,15.38
COL2391,Prakash Ghorpade,Nagpur,other,functional,25,93,2569.3,407240.02,346531.23,353337.98,53902.04,60708.79,17.52
COL2392,Anita Chavan,Nashik,mr,numerals_only,17,38,1274.5,127777.55,113154.48,115566.23,12211.32,14623.07,12.92
COL2393,Rukhsana Kumar,Pimpri-Chinchwad,hi,functional,20,31,890.1,146472.84,125859.48,63633.44,82839.4,20613.36,16.38
COL2394,Munna Mane,Aurangabad,mr,numerals_only,18,21,923.2,76350.27,72768.85,43987.39,32362.88,3581.42,4.92
COL2395,Kailas Qureshi,Pune,mr,non_reader,22,15,640.8,146355.87,121623.47,137736.61,8619.26,24732.4,20.34
COL2396,Rekha Shinde,Nashik,mr,numerals_only,21,9,365.7,54885.22,44792.65,52069.01,2816.21,10092.57,22.53
COL2397,Mahesh Pawar,Nagpur,hi,functional,20,37,1260.8,74620.77,66459.17,64210.52,10410.25,8161.6,12.28
COL2398,Manoj Ghorpade,Pune,mr,non_reader,17,8,202.9,28750.9,26180.42,28750.9,0.0,2570.48,9.82
COL2399,Ravi Jadhav,Mumbai,mr,functional,28,11,406.7,28182.76,25291.57,25682.21,2500.55,2891.19,11.43
