collector_id,display_name,preferred_language,home_city,operating_areas,device_tier,literacy_tier,active_days_per_month,joined_on,onboarded_by,pii_minimised
COL2221,Manoj Khan,hi,New Town,New Town|Park Street,entry,numerals_only,19,2025-03-18,field_camp,True
COL2222,Ravi Sonawane,mr,Park Street,Park Street|Ballygunge,entry,non_reader,21,2025-10-03,peer_referral,True
COL2223,Vitthal Waghmare,other,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,5,2025-09-27,field_camp,True
COL2224,Sanjay Qureshi,other,Gariahat,Gariahat|Behala,entry,numerals_only,20,2026-07-14,peer_referral,True
COL2225,Shankar Dhage,hi,Behala,Behala|Tollygunge,entry,functional,24,2025-06-17,field_camp,True
COL2226,Rahul Bhosale,other,Tollygunge,Tollygunge|Dum Dum,mid,functional,15,2025-11-09,ngo_partner,True
COL2227,Manoj Kamble,mr,Dum Dum,Dum Dum|Rajarhat,entry,numerals_only,24,2025-08-14,peer_referral,True
COL2228,Kailas Deshmukh,mr,Rajarhat,Rajarhat|Howrah,entry,numerals_only,20,2025-12-20,field_camp,True
COL2229,Shankar Shaikh,hi,Howrah,Howrah|Salt Lake (Bidhannagar),mid,numerals_only,16,2026-05-08,field_camp,True
COL2230,Vikas Tambe,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,functional,14,2025-05-09,field_camp,True
COL2231,Sandeep Mane,mr,New Town,New Town|Park Street,entry,numerals_only,22,2025-07-09,recycler_referral,True
COL2232,Ganesh Dhage,other,Park Street,Park Street|Ballygunge,entry,functional,27,2025-03-12,field_camp,True
COL2233,Pandurang Shaikh,mr,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,15,2026-01-08,field_camp,True
COL2234,Pandurang Rathod,mr,Gariahat,Gariahat|Behala,entry,numerals_only,20,2025-06-16,field_camp,True
COL2235,Ganesh Pawar,hi,Behala,Behala|Tollygunge,entry,functional,14,2025-09-18,recycler_referral,True
COL2236,Nanda Dhage,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,18,2025-12-04,field_camp,True
COL2237,Ujwala Shinde,mr,Dum Dum,Dum Dum|Rajarhat,entry,functional,20,2025-05-04,field_camp,True
COL2238,Shobha Dhage,mr,Rajarhat,Rajarhat|Howrah,entry,numerals_only,20,2025-06-29,field_camp,True
COL2239,Sunita Nikam,mr,Howrah,Howrah|Salt Lake (Bidhannagar),mid,numerals_only,20,2025-05-13,field_camp,True
COL2240,Nitin Yadav,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,mid,non_reader,20,2025-12-16,peer_referral,True
COL2241,Sagar Rathod,mr,New Town,New Town|Park Street,entry,non_reader,25,2026-07-03,field_camp,True
COL2242,Kailas Bansode,mr,Park Street,Park Street|Ballygunge,entry,non_reader,28,2025-08-05,field_camp,True
COL2243,Ramesh Dhage,hi,Ballygunge,Ballygunge|Gariahat,mid,numerals_only,25,2026-04-12,ngo_partner,True
COL2244,Munna Tambe,hi,Gariahat,Gariahat|Behala,feature_android,numerals_only,21,2025-11-06,ngo_partner,True
COL2245,Shobha Ghorpade,hi,Behala,Behala|Tollygunge,entry,functional,24,2026-06-07,peer_referral,True
COL2246,Arjun Chavan,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,22,2026-05-06,field_camp,True
COL2247,Vikas Sawant,mr,Dum Dum,Dum Dum|Rajarhat,mid,non_reader,26,2025-11-28,ngo_partner,True
COL2248,Munna Deshmukh,mr,Rajarhat,Rajarhat|Howrah,entry,non_reader,23,2026-07-06,peer_referral,True
COL2249,Arjun Pawar,hi,Howrah,Howrah|Salt Lake (Bidhannagar),entry,functional,23,2026-01-22,ngo_partner,True
COL2250,Rahul Dhage,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,functional,24,2025-04-18,ngo_partner,True
COL2251,Pandurang Waghmare,hi,New Town,New Town|Park Street,entry,functional,28,2026-02-12,peer_referral,True
COL2252,Mangala Shaikh,hi,Park Street,Park Street|Ballygunge,entry,numerals_only,14,2026-04-10,peer_referral,True
COL2253,Munna Tambe,mr,Ballygunge,Ballygunge|Gariahat,entry,functional,23,2025-10-11,field_camp,True
COL2254,Anita Kumar,mr,Gariahat,Gariahat|Behala,entry,numerals_only,16,2025-10-12,recycler_referral,True
COL2255,Sunil More,mr,Behala,Behala|Tollygunge,mid,functional,15,2026-08-11,peer_referral,True
COL2256,Ravi Mane,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,17,2026-07-10,field_camp,True
COL2257,Vitthal Shinde,mr,Dum Dum,Dum Dum|Rajarhat,feature_android,non_reader,9,2025-11-30,peer_referral,True
COL2258,Rekha Dhage,mr,Rajarhat,Rajarhat|Howrah,entry,numerals_only,22,2026-02-24,peer_referral,True
COL2259,Kailas Bansode,hi,Howrah,Howrah|Salt Lake (Bidhannagar),entry,numerals_only,17,2026-01-10,field_camp,True
COL2260,Sandeep Sawant,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,functional,22,2026-01-16,peer_referral,True
COL2261,Arjun Shinde,hi,New Town,New Town|Park Street,entry,functional,24,2026-01-08,field_camp,True
COL2262,Pandurang Nikam,mr,Park Street,Park Street|Ballygunge,entry,numerals_only,22,2025-06-24,field_camp,True
COL2263,Dattatray Rathod,mr,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,19,2025-03-10,ngo_partner,True
COL2264,Sindhu Tambe,mr,Gariahat,Gariahat|Behala,entry,non_reader,17,2026-03-08,recycler_referral,True
COL2265,Deepak Ingle,mr,Behala,Behala|Tollygunge,entry,functional,16,2026-04-05,peer_referral,True
COL2266,Salim Yadav,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,13,2026-06-30,peer_referral,True
COL2267,Shankar Kamble,mr,Dum Dum,Dum Dum|Rajarhat,feature_android,numerals_only,28,2025-10-24,recycler_referral,True
COL2268,Sanjay Ghorpade,mr,Rajarhat,Rajarhat|Howrah,feature_android,numerals_only,21,2025-12-30,peer_referral,True
COL2269,Arjun Rathod,mr,Howrah,Howrah|Salt Lake (Bidhannagar),entry,numerals_only,12,2025-03-18,peer_referral,True
COL2270,Sunil More,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,non_reader,9,2026-04-02,recycler_referral,True
COL2271,Jyoti Gaikwad,hi,New Town,New Town|Park Street,mid,non_reader,25,2025-03-24,field_camp,True
COL2272,Dattatray More,mr,Park Street,Park Street|Ballygunge,entry,numerals_only,18,2025-03-21,field_camp,True
COL2273,Sagar Kamble,mr,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,21,2025-05-22,peer_referral,True
COL2274,Ganesh Dhage,hi,Gariahat,Gariahat|Behala,mid,non_reader,18,2025-09-15,field_camp,True
COL2275,Rahul Nikam,mr,Behala,Behala|Tollygunge,entry,numerals_only,20,2026-06-18,recycler_referral,True
COL2276,Sunita Shaikh,mr,Tollygunge,Tollygunge|Dum Dum,entry,functional,11,2025-08-15,field_camp,True
COL2277,Balu Kumar,mr,Dum Dum,Dum Dum|Rajarhat,entry,non_reader,10,2025-12-14,field_camp,True
COL2278,Imran Pawar,hi,Rajarhat,Rajarhat|Howrah,entry,non_reader,28,2026-03-25,peer_referral,True
COL2279,Mangala Kumar,hi,Howrah,Howrah|Salt Lake (Bidhannagar),entry,numerals_only,19,2025-05-03,peer_referral,True
COL2280,Nitin Lokhande,hi,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,numerals_only,20,2025-11-16,recycler_referral,True
COL2281,Ashok Lokhande,mr,New Town,New Town|Park Street,feature_android,non_reader,22,2025-11-04,field_camp,True
COL2282,Sandeep Dhage,mr,Park Street,Park Street|Ballygunge,entry,non_reader,17,2026-05-24,field_camp,True
COL2283,Bhaskar Pawar,mr,Ballygunge,Ballygunge|Gariahat,entry,non_reader,19,2025-04-08,peer_referral,True
COL2284,Sunil Dhage,mr,Gariahat,Gariahat|Behala,entry,numerals_only,18,2025-05-23,field_camp,True
COL2285,Rakesh Lokhande,other,Behala,Behala|Tollygunge,entry,functional,25,2026-07-22,peer_referral,True
COL2286,Firoz Khan,hi,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,13,2025-12-25,recycler_referral,True
COL2287,Dattatray Shinde,mr,Dum Dum,Dum Dum|Rajarhat,entry,non_reader,24,2026-01-31,field_camp,True
COL2288,Deepak Kamble,hi,Rajarhat,Rajarhat|Howrah,entry,functional,22,2025-06-24,field_camp,True
COL2289,Vaishali Nikam,mr,Howrah,Howrah|Salt Lake (Bidhannagar),entry,numerals_only,18,2026-05-28,field_camp,True
COL2290,Mangala Ingle,hi,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,mid,functional,17,2026-05-10,field_camp,True
COL2291,Firoz Yadav,other,New Town,New Town|Park Street,entry,non_reader,18,2025-07-12,recycler_referral,True
COL2292,Suresh Nikam,hi,Park Street,Park Street|Ballygunge,mid,functional,20,2025-05-22,peer_referral,True
COL2293,Rahul Ghorpade,mr,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,17,2025-07-07,field_camp,True
COL2294,Shabana Ingle,mr,Gariahat,Gariahat|Behala,entry,non_reader,20,2026-04-12,peer_referral,True
COL2295,Nitin Waghmare,hi,Behala,Behala|Tollygunge,entry,functional,23,2025-05-14,peer_referral,True
COL2296,Sunil Waghmare,hi,Tollygunge,Tollygunge|Dum Dum,mid,numerals_only,21,2026-03-28,recycler_referral,True
COL2297,Sarika Nikam,hi,Dum Dum,Dum Dum|Rajarhat,entry,numerals_only,13,2026-01-12,peer_referral,True
COL2298,Vaishali Ghorpade,mr,Rajarhat,Rajarhat|Howrah,entry,functional,18,2025-10-23,field_camp,True
COL2299,Rukhsana Dhage,mr,Howrah,Howrah|Salt Lake (Bidhannagar),mid,numerals_only,24,2025-07-19,ngo_partner,True
COL2300,Bhaskar Sawant,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,functional,19,2025-10-01,peer_referral,True
COL2301,Suresh Pawar,hi,New Town,New Town|Park Street,entry,numerals_only,17,2025-08-25,recycler_referral,True
COL2302,Imran Pawar,mr,Park Street,Park Street|Ballygunge,entry,non_reader,14,2025-08-22,field_camp,True
COL2303,Sindhu Ingle,hi,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,16,2025-05-03,field_camp,True
COL2304,Manoj Kamble,mr,Gariahat,Gariahat|Behala,entry,numerals_only,15,2026-05-02,recycler_referral,True
COL2305,Rukhsana Nikam,mr,Behala,Behala|Tollygunge,mid,numerals_only,19,2025-04-16,ngo_partner,True
COL2306,Tukaram Tambe,mr,Tollygunge,Tollygunge|Dum Dum,entry,non_reader,11,2026-04-25,recycler_referral,True
COL2307,Munna Bansode,hi,Dum Dum,Dum Dum|Rajarhat,entry,numerals_only,24,2025-12-31,field_camp,True
COL2308,Nitin Mane,mr,Rajarhat,Rajarhat|Howrah,entry,numerals_only,27,2026-04-30,peer_referral,True
COL2309,Deepak Sawant,mr,Howrah,Howrah|Salt Lake (Bidhannagar),entry,non_reader,18,2025-05-08,recycler_referral,True
COL2310,Vikas Ghorpade,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,non_reader,22,2025-10-27,field_camp,True
COL2311,Sunita Shaikh,hi,New Town,New Town|Park Street,entry,numerals_only,12,2025-05-07,peer_referral,True
COL2312,Sunita More,hi,Park Street,Park Street|Ballygunge,entry,numerals_only,24,2025-09-26,peer_referral,True
COL2313,Ramesh Dhage,other,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,20,2026-04-19,recycler_referral,True
COL2314,Bhaskar Lokhande,mr,Gariahat,Gariahat|Behala,entry,functional,18,2025-08-09,field_camp,True
COL2315,Sagar Ansari,mr,Behala,Behala|Tollygunge,entry,numerals_only,15,2026-04-03,peer_referral,True
COL2316,Vitthal More,hi,Tollygunge,Tollygunge|Dum Dum,entry,non_reader,15,2025-04-09,field_camp,True
COL2317,Rakesh Waghmare,mr,Dum Dum,Dum Dum|Rajarhat,entry,numerals_only,20,2025-08-18,peer_referral,True
COL2318,Sunita Bansode,hi,Rajarhat,Rajarhat|Howrah,entry,numerals_only,9,2026-04-15,field_camp,True
COL2319,Anita Chavan,mr,Howrah,Howrah|Salt Lake (Bidhannagar),entry,functional,21,2026-05-08,peer_referral,True
COL2320,Sunil Ghorpade,hi,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,non_reader,18,2026-01-06,peer_referral,True
COL2321,Rakesh Nikam,mr,New Town,New Town|Park Street,entry,functional,13,2025-07-14,recycler_referral,True
COL2322,Rakesh Qureshi,hi,Park Street,Park Street|Ballygunge,feature_android,functional,21,2026-04-13,peer_referral,True
COL2323,Sunita Rathod,mr,Ballygunge,Ballygunge|Gariahat,mid,non_reader,26,2025-05-15,field_camp,True
COL2324,Prakash Waghmare,other,Gariahat,Gariahat|Behala,feature_android,non_reader,22,2026-07-13,field_camp,True
COL2325,Bhaskar Nikam,mr,Behala,Behala|Tollygunge,entry,functional,22,2025-07-10,recycler_referral,True
COL2326,Ramesh Sawant,mr,Tollygunge,Tollygunge|Dum Dum,entry,functional,16,2025-10-01,field_camp,True
COL2327,Firoz Gaikwad,hi,Dum Dum,Dum Dum|Rajarhat,entry,non_reader,17,2025-03-12,ngo_partner,True
COL2328,Prakash Bhosale,hi,Rajarhat,Rajarhat|Howrah,entry,numerals_only,24,2026-05-09,recycler_referral,True
COL2329,Arjun Bhosale,hi,Howrah,Howrah|Salt Lake (Bidhannagar),feature_android,non_reader,17,2026-01-31,ngo_partner,True
COL2330,Deepak Pawar,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,numerals_only,22,2025-09-28,peer_referral,True
COL2331,Ramesh Kumar,hi,New Town,New Town|Park Street,entry,non_reader,17,2026-01-25,field_camp,True
COL2332,Salim Ansari,other,Park Street,Park Street|Ballygunge,entry,numerals_only,20,2025-07-19,ngo_partner,True
COL2333,Munna Ansari,mr,Ballygunge,Ballygunge|Gariahat,mid,numerals_only,18,2026-02-16,field_camp,True
COL2334,Mahesh Kumar,mr,Gariahat,Gariahat|Behala,entry,non_reader,19,2026-01-20,field_camp,True
COL2335,Sandeep Rathod,hi,Behala,Behala|Tollygunge,entry,non_reader,26,2026-07-06,recycler_referral,True
COL2336,Jyoti Mane,mr,Tollygunge,Tollygunge|Dum Dum,feature_android,non_reader,18,2026-05-01,field_camp,True
COL2337,Ujwala Waghmare,mr,Dum Dum,Dum Dum|Rajarhat,entry,functional,22,2026-05-10,field_camp,True
COL2338,Ashok Sonawane,hi,Rajarhat,Rajarhat|Howrah,entry,numerals_only,21,2025-10-21,peer_referral,True
COL2339,Shabana Dhage,hi,Howrah,Howrah|Salt Lake (Bidhannagar),entry,functional,26,2025-07-25,peer_referral,True
COL2340,Kailas Rathod,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,numerals_only,27,2025-06-15,peer_referral,True
COL2341,Laxmi Khan,mr,New Town,New Town|Park Street,entry,non_reader,15,2025-03-31,recycler_referral,True
COL2342,Pandurang Ingle,mr,Park Street,Park Street|Ballygunge,mid,numerals_only,19,2026-06-26,peer_referral,True
COL2343,Nanda Nikam,hi,Ballygunge,Ballygunge|Gariahat,entry,numerals_only,13,2025-08-24,peer_referral,True
COL2344,Vikas Gaikwad,mr,Gariahat,Gariahat|Behala,entry,functional,15,2026-02-23,peer_referral,True
COL2345,Sanjay Kumar,other,Behala,Behala|Tollygunge,entry,numerals_only,23,2025-08-08,recycler_referral,True
COL2346,Rakesh Lokhande,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,13,2026-01-05,recycler_referral,True
COL2347,Vikas Ansari,mr,Dum Dum,Dum Dum|Rajarhat,entry,numerals_only,24,2025-10-21,field_camp,True
COL2348,Dattatray Sonawane,mr,Rajarhat,Rajarhat|Howrah,mid,functional,18,2026-02-12,field_camp,True
COL2349,Mahesh More,mr,Howrah,Howrah|Salt Lake (Bidhannagar),entry,numerals_only,21,2026-03-11,field_camp,True
COL2350,Vaishali Nikam,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,numerals_only,19,2026-08-08,peer_referral,True
COL2351,Nitin Tambe,mr,New Town,New Town|Park Street,mid,functional,16,2026-08-03,peer_referral,True
COL2352,Ramesh Gaikwad,hi,Park Street,Park Street|Ballygunge,feature_android,functional,14,2025-04-24,field_camp,True
COL2353,Rakesh Dhage,hi,Ballygunge,Ballygunge|Gariahat,entry,functional,21,2025-07-23,ngo_partner,True
COL2354,Shankar Nikam,mr,Gariahat,Gariahat|Behala,feature_android,numerals_only,21,2025-05-22,field_camp,True
COL2355,Rahul Ingle,mr,Behala,Behala|Tollygunge,feature_android,non_reader,18,2025-09-03,field_camp,True
COL2356,Dattatray Khan,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,27,2025-06-26,peer_referral,True
COL2357,Mangala Chavan,hi,Dum Dum,Dum Dum|Rajarhat,mid,functional,18,2025-07-08,recycler_referral,True
COL2358,Vikas Yadav,hi,Rajarhat,Rajarhat|Howrah,entry,non_reader,20,2026-05-02,field_camp,True
COL2359,Anita Kumar,mr,Howrah,Howrah|Salt Lake (Bidhannagar),entry,numerals_only,21,2026-06-29,field_camp,True
COL2360,Sandeep Nikam,hi,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,functional,16,2026-04-21,field_camp,True
COL2361,Firoz Waghmare,mr,New Town,New Town|Park Street,entry,non_reader,13,2025-06-01,ngo_partner,True
COL2362,Vitthal Rathod,mr,Park Street,Park Street|Ballygunge,mid,numerals_only,16,2026-06-16,ngo_partner,True
COL2363,Ujwala Kumar,mr,Ballygunge,Ballygunge|Gariahat,entry,non_reader,20,2025-03-17,field_camp,True
COL2364,Vaishali Bansode,other,Gariahat,Gariahat|Behala,mid,non_reader,26,2026-02-23,peer_referral,True
COL2365,Dattatray Sonawane,mr,Behala,Behala|Tollygunge,entry,numerals_only,17,2026-01-12,peer_referral,True
COL2366,Ravi Tambe,hi,Tollygunge,Tollygunge|Dum Dum,mid,non_reader,25,2025-12-04,recycler_referral,True
COL2367,Ramesh Sawant,mr,Dum Dum,Dum Dum|Rajarhat,entry,numerals_only,13,2026-01-25,field_camp,True
COL2368,Sindhu Jadhav,mr,Rajarhat,Rajarhat|Howrah,entry,numerals_only,13,2025-11-20,peer_referral,True
COL2369,Imran Sonawane,hi,Howrah,Howrah|Salt Lake (Bidhannagar),entry,non_reader,27,2026-01-23,field_camp,True
COL2370,Nanda Waghmare,hi,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,mid,non_reader,27,2026-04-13,field_camp,True
COL2371,Jyoti Rathod,mr,New Town,New Town|Park Street,entry,non_reader,17,2026-06-12,ngo_partner,True
COL2372,Ashok Dhage,hi,Park Street,Park Street|Ballygunge,entry,numerals_only,23,2025-12-04,field_camp,True
COL2373,Sanjay Nikam,mr,Ballygunge,Ballygunge|Gariahat,entry,functional,9,2025-08-22,field_camp,True
COL2374,Sunita Waghmare,mr,Gariahat,Gariahat|Behala,entry,numerals_only,12,2025-08-10,field_camp,True
COL2375,Sarika Ansari,mr,Behala,Behala|Tollygunge,mid,functional,20,2026-01-05,field_camp,True
COL2376,Shobha Sonawane,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,27,2025-08-23,peer_referral,True
COL2377,Tukaram Kamble,hi,Dum Dum,Dum Dum|Rajarhat,entry,numerals_only,15,2026-08-09,peer_referral,True
COL2378,Rakesh Pawar,mr,Rajarhat,Rajarhat|Howrah,feature_android,numerals_only,12,2026-05-08,field_camp,True
COL2379,Jyoti Rathod,hi,Howrah,Howrah|Salt Lake (Bidhannagar),mid,numerals_only,6,2025-12-02,field_camp,True
COL2380,Pandurang Kamble,hi,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,non_reader,13,2025-03-19,ngo_partner,True
COL2381,Vitthal Dhage,hi,New Town,New Town|Park Street,entry,functional,18,2025-11-25,ngo_partner,True
COL2382,Vitthal Gaikwad,mr,Park Street,Park Street|Ballygunge,mid,numerals_only,17,2025-12-13,peer_referral,True
COL2383,Ujwala Ingle,hi,Ballygunge,Ballygunge|Gariahat,feature_android,numerals_only,24,2025-03-14,field_camp,True
COL2384,Balu Shaikh,mr,Gariahat,Gariahat|Behala,entry,numerals_only,23,2026-03-14,field_camp,True
COL2385,Vikas Jadhav,hi,Behala,Behala|Tollygunge,entry,numerals_only,24,2025-08-02,field_camp,True
COL2386,Manoj Shinde,mr,Tollygunge,Tollygunge|Dum Dum,mid,numerals_only,14,2026-06-27,field_camp,True
COL2387,Imran Deshmukh,mr,Dum Dum,Dum Dum|Rajarhat,entry,non_reader,22,2025-10-01,recycler_referral,True
COL2388,Vaishali Shinde,mr,Rajarhat,Rajarhat|Howrah,entry,functional,16,2026-05-16,field_camp,True
COL2389,Pandurang Sonawane,hi,Howrah,Howrah|Salt Lake (Bidhannagar),entry,numerals_only,12,2026-05-31,peer_referral,True
COL2390,Arjun Kamble,mr,Salt Lake (Bidhannagar),Salt Lake (Bidhannagar)|New Town,entry,non_reader,23,2026-06-28,field_camp,True
COL2391,Prakash Ghorpade,other,New Town,New Town|Park Street,entry,functional,25,2025-10-16,recycler_referral,True
COL2392,Anita Chavan,mr,Park Street,Park Street|Ballygunge,entry,numerals_only,17,2025-05-09,recycler_referral,True
COL2393,Rukhsana Kumar,hi,Ballygunge,Ballygunge|Gariahat,entry,functional,20,2026-06-21,field_camp,True
COL2394,Munna Mane,mr,Gariahat,Gariahat|Behala,entry,numerals_only,18,2026-07-13,field_camp,True
COL2395,Kailas Qureshi,mr,Behala,Behala|Tollygunge,entry,non_reader,22,2025-07-15,ngo_partner,True
COL2396,Rekha Shinde,mr,Tollygunge,Tollygunge|Dum Dum,entry,numerals_only,21,2026-06-28,peer_referral,True
COL2397,Mahesh Pawar,hi,Dum Dum,Dum Dum|Rajarhat,mid,functional,20,2026-06-13,recycler_referral,True
COL2398,Manoj Ghorpade,mr,Rajarhat,Rajarhat|Howrah,entry,non_reader,17,2026-05-12,field_camp,True
COL2399,Ravi Jadhav,mr,Howrah,Howrah|Salt Lake (Bidhannagar),entry,functional,28,2026-05-13,peer_referral,True
